first_release_date,id,name,platforms,summary,genres,storyline
1658361600,209490,MetälBörn,[6],Techno has taken over your neighborhood Honor your metal god Kilmister arm yourself up to the baffles raise the volume and show these punks which is the music that makes the shells shake The metalheads are not dead but the technos will be,[32],Missing
1658361600,209489,Controller Sync,[6],Arcade multiplayer game Ideal for practicing controller skills,"[15, 32]",Missing
1658361600,209487,Futa University,[6],Futa University is a game about higher education in the way of futanari You play as a futa student attending a university full of horny futa girls You must navigate your way through classes exams and social activities while trying to keep your grades up and your cock satisfied,Missing,Missing
1658966400,209483,Momo Mother Bird: Final Story,[6],The doors are locked no one answers and definitely wont help Your task is to get out and not let yourself be caught Solve puzzles escape from the pursuit of Momo 2 and get out of this nightmare This time Momo wont let you get bored,[31],Missing
1658361600,209481,Oppai Puzzle L,"[3, 6, 14]",Its been a busy day Now relax your body and come this way Let the elder sister come to comfort your body after a long day,"[15, 32]",Missing
1658966400,209480,TVs: The Illusion Channel,"[6, 14]",What happens when a TV wakes up and finds himself in an illusional world where the facts become a crazy dream TVs is a platformer game combining intense action with challenging puzzles and fight the scary bosses,"[31, 32]",Missing
1658448000,209478,Liar Moon Shangri-La,"[6, 130]",A sad tale of lies and understanding Even if its your lie Im willing to accept it As a romance visual novel game this work uses the labels lie moon and tale of woe throughout the main story The love story between the heroine and the charming but sinful heroes is depicted,"[13, 31, 34]",Missing
1657756800,209474,Cheese Runner,[6],Trade illicit cheese in a dystopian cyberpunk city filled with police killbots trying to hunt you down in this ASCII Art textbased early 80s retro trading game Like a fine blue cheese this isnt for everyone,"[13, 15]",Missing
1659052800,209341,Idle Maku,[6],Battle and survive through endless swarms of monsters Idle Maku is a casual survival game where you powerup your character with weapons and upgrades to defeat increasingly stronger enemies that await you,"[15, 31, 32]",Missing
1658361600,209340,Flower Girl 2,[6],Flower Girl 2 is a game of beautiful girl  elimination  plot combination The story is the story of players stealing sacred objects and fleeing the flower demon country with the tears of the flower god,[32],Missing
1658880000,209339,SquishCraft,[6],Squish blocks together to solve challenging puzzles,[32],Missing
1657670400,209302,Kung Fu Er San,"[3, 6]",Kung Fu Er San is an 2D retro pixel fighting game inspired by the old classics,"[4, 31, 32]",Missing
1657670400,209243,Matamarcianos,[6],Simple freeware doujin shooting game where you shoot enemy waves before the time runs out Get hit once and its game over,[5],Missing
1656720000,209140,Touhou: Heart of the Tiger,"[3, 6, 14]",How does the highly revered Buddhist Monk Shou Toramaru spend her nights By drinking at bars Explore Shous past and present as she helps different Touhou characters sort out their relationships in this visual novel with minigames,[34],Missing
1657670400,209134,Ginger: The Tooth Fairy,[6],Help Ginger in her Tooth Fairy quest in this cute educational and fun platformer for all ages Cute graphics and catchy music fun gameplay and hidden secrets will put a smile on your face,"[31, 32]",Missing
1658188800,209082,Booty Farm,[6],Congrats you just inherited a farm and your hot neighbors will not let you be Erotic hijinks ensue on your neverending quest to expand your farm Discover spicy romances and intertwining stories in this bizarrely relaxing farm simulator,[13],Missing
1657584000,209081,Warriors Orochi 3: Ultimate - Definitive Edition,[6],With all the content of Warriors Orochi 3 new characters and episodes that deepen the story new modes and DLC that has been released for other platforms enjoy the world of Orochi to your hearts content,[15],Missing
1657497600,209022,Furry Pet Dog Yiff Hentai,[6],Very Short AdultOnly Visual Novel featuring furry dog girl in different sex scenes,"[32, 34]",Missing
1658707200,208856,Breath of Ghosts 2,[6],Breath of Ghosts is a firstperson horror game made in realistic 3D graphics that immerses you in an atmosphere of horror and scares you in every way The main goal is to survive and be saved,"[15, 32]",Missing
1658448000,208837,Dungeon Slime Collection,"[6, 48, 49, 130, 167, 169]",While walking in the forest our slime fell into a slippery dungeon Can you help him get out only by sliding to the dungeons walls Dungeon Slime Collection is a bundle of two games Dungeon Slime Puzzles Adventure and Dungeon Slime 2 Puzzle in the dark forest,"[9, 31]",Missing
1657497600,208836,1001 Jigsaw: Interior Design,[6],Bright modern and unconventional interior design Each picture is a unique choice and vision of amazing people Enjoy a selection of incredible designs,[9],Missing
1658448000,208830,Furry Orgasm,[6],Furry Orgasm  is an amazing 2D puzzle with images of furry beauty ladies the final purpose of which to give you some pleasure,"[13, 31, 32]",Missing
1659139200,208827,Iron Ruler,[6],Iron Ruler provides that quick 2060 minute strategy break you need while your food is cooking or your code is compiling or the paint is drying Iron Rulers unique ruleset uses the triangular number sequence,[15],Missing
1658361600,208826,"Jacktus Green: The Fluffy, the Spiky and the Spicy",[6],Chase Guindilla to retrieve your beloved Cattus Jump dash and hook around in this 25D platformer Discover different levels fight enemies ride minecarts and meet the bizarre neighbors of Sofrito Town,"[31, 32]",Missing
1657497600,208822,Mystery Solitaire: Grimm's Tales 6,[6],The magical medieval world of the Brothers Grimm fairy tales continues to fascinate with its diversity The Middle Ages in all its splendor,Missing,Missing
1658448000,208820,Poly Puzzle: Primates,[6],Cute relaxing polygonal puzzle game with primates,"[13, 15, 31, 32]",Missing
1658361600,208817,Streamer's Court,[6],Streamers Court is an interactive game that can be played with your Twitch chat In this game you as a streamer are the judge of your chat and decide whether they are guilty or not guilty Of course your chat may disagree with you,"[12, 32]",Missing
1658707200,208815,The Last Metal Shooter,"[6, 14]",he Last Metal Shooter is a 2d Game art style run and gun action game focused on wave battles with the enemies and fighting using different weapons that can be selected and changed during the fights,[8],Missing
1659052800,208793,K3LVN,[6],K3LVN is a scifi action platformer where the player is a creature whos been experimented on and is trying to escape the space station lab where theyre being kept K3LVN is able to change their state of matter to alter their behavior The three states usable are the Gel state which is the default bipedal state the Liquid state which makes K3LVN smaller and grants the ability to climb on certain walls and the Solid State which turns K3LVN into a ball to roll around and gain momentum They must use these abilities in combination with each other to traverse the environment as quickly as possible,"[8, 31, 32]",Missing
1658102400,208706,Peepo Island,[6],A difficult obstacle course 3D platformer where the goal is to survive and escape the Island,"[31, 32]",Missing
1657238400,208692,13 Wood St Remastered,[6],13 Wood St a night in October a long road a dark forest and the house mentioned in the last will making you the owner of a mysterious property Welcome to 13 Wood St a story rich horror game Remastered 2022,"[31, 32]",Missing
1658707200,208679,Through the Night,"[6, 14]",Through the Night is an action game in which you travel Through the forest at night looking for flies and killing them,[32],Missing
1657929600,208678,Death Leak,[6],Death Leak is a 2d twinstick shooterplatformer with an emphasis on exploration Use the gamepad to fire throwing knives while avoiding enemy projectiles Explore the world and figure out what caused the massacre of your village,"[31, 32]",Missing
1658188800,208632,Spirits Chronicles: Flower of Hope - Collector's Edition,[6],Not everyone who wants to save something at any cost thinks about the consequences Thats why the residents of Lorelai are in danger Help them to stay alive,[31],Missing
1658102400,208630,69 Andariel Hot,"[3, 6]",69 Andariel Hot  Puzzle with visual novel elements in fantasy style Dear elf Andariel is waiting for you in the House of Flowers Play a game with her and in case of victory she will fulfill your cherished desires,[32],Missing
1657411200,208610,Garden's Bane: DG's Quest,[6],This is a difficult precision platformer,[8],The Gardens Bane had been talking smack It said that DG couldnt Beat Every Level A Its time to see if youre a true God Gamer A Every Level and Defeat The Gardens Bane if you can
1658793600,208607,Ghost Trap,[6],Youve died and landed in purgatory your options Unending suffering or finding a way back to your world,[32],Missing
1658102400,208593,Hidden Farm 2 Top-Down 3D,"[3, 6, 14]",Find the objects that are hidden on the map,"[13, 15, 31, 32]",Missing
1658448000,208589,Eris and the Fading Kingdom,[6],Eris and the Fading Kingdom is a 2D Metroidvania where you fight epic bosses meet strange allies and uncover the secrets of the kingdom consume enemies and items to gain new abilitys and heal any damage you might have taken All with a 2D hand drawn art style,[32],Missing
1659139200,208566,Football History Football Simulator,[6],The Football History Simulator provides play creation for football coaches It can be customized to accommodate the users branding form team uniforms to stadium field markings,Missing,Missing
1658534400,208559,Moonrakers: Luminor,"[6, 14]",A fullycooperative game mode for the board game Moonrakers Luminor gives players a totally new way to experience Moonrakers introducing a coop game mode for 15 players where youll adventure across a procedurally generated map build up a ship and face off against a Utopian Alliance General,"[15, 31]",Missing
1658188800,208558,Crazy Traffic Racer,[6],Crazy Traffic Racer is a new endless arcade race with the ability to break blow up and crash cars from traffic Drive along a busy road earn money upgrade your car and buy new ones Take a fresh look at endless racing,"[10, 14, 32]",Missing
1658707200,208551,Land of the Mage Lords,[6],Summon troops and use magic to defeat mage lords and other foes while surviving attacks from their followers Learn new spells and recruit troops with unique powers Venture across the land battling ever stronger enemies until reaching the evil Mage King,"[15, 32]",Missing
1659052800,208546,Vermis Orbita,[6],Vermis Orbita is a fastpaced wave based action game where you control a DragonGod who has the power to utilize orbiting objects as weaponry to fight off swarms of enemies,[32],Missing
1658102400,208541,Trash Bomber,[6],Inspect randomly generated piles of trash poured into the incinerator Find all the objects that arent allowed to be burned down and BLOW THEM UP,[32],Missing
1658275200,208538,Ultimate Soldier,[6],Ultimate Soldier is a classic 2D sidescrolling platformer You are a lone fighter who was thrown into the jungle Defeat the enemies get out of the dangerous jungle alive,[32],Missing
1658275200,208531,Neon Breaker,[6],You break bricks Theres music Theres chaos,"[15, 32]",Missing
1659052800,208526,Pixa Clicker,[6],Pixa Clicker is a game in which the objective is to earn an absurd amount of money To do this youll need a lot of stores that offer a variety of items or jobs,"[13, 15, 32]",Missing
1658102400,208521,Mountain Offroad Simulator,[6],Put on your safety helmet because were starting a new offroad adventure right now,"[10, 13, 14, 32]",Missing
1658275200,208518,Coin Operated Carnage,[6],Coin Operated Carnage is a singleplayer roguelike complemented by a unique tactical fight mode Maneuver up to three lovable heroes at a time through tilebased adventures composed of hundreds of unique unlockable game elements interacting with each other,"[12, 24, 31, 32]",Missing
1658188800,208489,BloodPit: Skelton II,[6],Find travelers and fight mutants through the violent waves and endless levels of the blood pits,"[31, 32]",Missing
1656720000,208484,Patchy's Magical Maze,[6],A seamless blend of first person dungeon crawling with fastpaced action RPG combat explore the magical maze as Alice while fighting off foes as her doll Shanghai  Project made for Touhou Pride Game Jam 4,"[12, 31]",Alice has managed to retrieve one of Patchoulis most valuable books from Marisa the librarys least popular regular guest However when she tries to return it Patchouli simply doesnt want to see her To make things worse or just weirder the great library has been converted into a maze filled with a gauntlet of dastardly foes What is Patchys deal Could she be jealous But of who
1657238400,208452,Strong Moon,"[3, 6, 49]",Explore Lunarias planet and become stronger with new allies help Moon Shards and Strong Moons mighty muscles,"[8, 31, 32]",Missing
1657843200,208450,Nympho's Path,[6],Nymphos Path is a hentai puzzle game for adults where your goal is to defeat every enemy who stands in your way of pleasure Are you ready to make everything try to satisfy your lust,[32],Missing
1658793600,208449,Starship,[6],In the game you have different spaceships and 13 different skills Gain money parts and skill pieces in victory and create your own ship skill set In combat anticipate your opponents actions avoid his damage allocate energy properly deploy skills and push him to his death step by step,[15],Missing
1658016000,208441,Never Ends Act,[6],Missing,Missing,Missing
1658188800,208437,Mars 2055,"[6, 14]",You wake up alone on a planet that appears to be Mars There is not much else I can tell you,"[15, 31, 32]",Missing
1656720000,208421,Starting Life In Another World Naked,[6],You will venture into a world much like ours before you are taken to another world a fantasy world You are the hero of this new world but sadly you start off with nothing You must survive and build your way to defeating the Demon King thats why you were summoned in the first place,"[5, 12, 31, 32]",Starting Life In Another World Naked is an Isekiabased game You will venture into a world much like ours before you are taken to another world a fantasy world Which isnt much like your last You will face Orks Trolls Demons and worst of all Humans We hope you take it more seriously than your last in this new fantasy world You may be summoned by the King of Cainfelte Islet but the King starts you out with nothing and you have to build your way to defeating the Demon King  In singleplayer everything you do in your world will determine your skills in the fantasy one learn all you can because youll be able to take what you know to the other world They may have magic and demons running around but they are stuck in the Modern  Contemporary Age You start off in a small town late for a job convention After choosing a job you will learn  train as much as you can for it will determine your skills in the new fantasy world You may have died or been transported to another world but you keep all your past life memories It will be necessary for your survival to craft advanced weapons tools buildings etc
1658880000,208420,Voltage High Society,[6],Firstperson Metroidvania Fight and explore a decayed city ruled by cybernetic monsters find upgrades and weapons to unlock new areas Cyberpunk and body horror with gritty retro aesthetics,[32],You are a nameless prisoner thrown into an island ruled by cybernetic monsters Fight your way through the horrors gain new weapons and abilities and look for a way out Inspired by japanese cyberpunk and Escape from New York featuring gritty retro graphics with modern touches
1658275200,208413,Zorpon,[6],You do not know what Zorpon is  You must discover Zorpon  Truly Understanding Zorpon shall surely put you on the road of enlightenment,"[9, 12, 31, 32, 33, 34]",Missing
1659225600,208407,Portal: Forever Testing,[6],Portal Forever Testing Is a Fancreated Modification for Valve Softwares Portal 2 containing various custombuilt levels for the game  Initially started in 2019 as a small map pack for Portal 2 Portal Forever Testing has been separated into a standalone mod for the game after many iterations,[9],Forever Testing has 4 distinct storylines one for each map in the mod as follows  Once in a blue moon Sometime after the events of Portal 2 Chell travels to outer space to seek reconciliation with an old friend  On the shoulders of giants In an unknown time during the 90s a lone test subject undergoes a test supervised by an uncanny Cave Johnson voice with a newly found oddly empathetic attitude towards cubes  A short break Set during Portal 2s campaign GLaDOS begrudgingly allows chell to ride an elevator up to the surface midtest but not without maintaining an attentive watch over her  Autoportal Fling In an alternate universe where aperture uses somewhat different test chamber design principles an unnamed testsubject 865 runs a simple test involving automatic portals
1657152000,208403,Dicey Dungeons Reunion,"[6, 34, 39, 48, 49, 130, 167, 169]",This is a major new DLC for the game  six new episodes one for each contestant Theres new music new art new equipment and of course new gameplay,"[12, 15, 31, 32, 35]",Missing
1656979200,208395,Heaven Knows You,[6],heaven knows you is a short romance visual novel about Inno an explorer trapped inside a buried castle in the desert there she falls victim to a spell that waited hundreds of years to be cast there are witches there,[34],Missing
1658188800,208377,Missing Cat,[6],Please find Nuri the cat that disappeared while I was picking up the feedThe protagonist and the cat Nuri who lived in a peaceful countrysideWhile youre on your way to get food you suddenly go to the mountains to find a cat who left the house,[32],Missing
1658448000,208376,ProBee,[6],A fast paced team based arena game in which the players control cybernetic athletes to measure their skills at Ultimate Frisbee and Parkour Strategically place yourself around the arena to catch your teams passes,"[14, 32]",Missing
1657756800,208363,Bughouse,[6],Play as Christopher a kid left home alone with a terrifying STALKER on the loose Try and survive in this 80s PS1 inspired Home Invasion Survival Horror game  OR DIE TRYING,"[31, 32]",Missing
1657065600,208341,Trainz Railroad Simulator 2019: Pro Train - Class 68 ScotRail,[6],The Class 68 is a type of mainline mixed traffic dieselelectric locomotive manufactured by Stadler Rail and previously by Vossloh España for Direct Rail Services DRS in the United Kingdom This dlc  made by 3DZUG for the Pro Train series is in the ScotRail livery,[13],Missing
1658361600,208335,Finding Felicia,"[6, 14]",Finding Felicia is a tale of the bonds of sisterhood finding oneself and lesbian love told through the lens of a charming pointandclick adventure Play as Jessie Reznik who goes on a grand journey around the Pacific Northwest to find her runaway sister Felicia,[31],Missing
1659139200,208321,Time Raiders,[6],Time Raiders is highoctane arcade action in an 3D topdown shoot n loot with time as your playground Battle through our past alternate histories and the future Seek out historys greatest mysteries wonders and dangers and test yourself in thrilling combat,"[5, 12, 31]",The year is 2247 As humanitys technological prowess increased so did its appetites and soon consumption far outstripped what the Earth could supply Resources became scarce and competition for them intensified Corporate moves became corporate raids national manoeuvring turned to war advancing your career left actual bodies trampled underfoot Class difference became class divide as the wealthy built gleaming technological towers filled with tech medicine and luxury barely comprehensible to the teeming masses left fighting for the scraps It soon became apparent even to those who controlled empires that the end of humanity would come soon No technological breakthrough was imminent no consensus would be achieved to settle conflict no social solution would put an end to the divisions of the remnants of humanity Against this looming doom a mysterious substance was discovered Seemingly appearing from nowhere and spread among the have and the havenots without regard for status this mystifying new material was available to all This new material Flux allowed people and objects to move through time Sudden access to the resources of the past offered humanity new hope This hope caused the rise of a new profession Time Raider Those brave enough reckless enough or desperate enough to take the risk could move across time to make their fortunes or meet their fate at the hands of their ancestors
1657843200,208276,Hauling Away,"[3, 6, 14]",Alone and stuck in job that he has no passion for Ray is about to meet someone that may change his life forever Will they be able to find salvation together,[32],Missing
1658361600,208272,Acanthoceras,[6],A short game based on a Horror and Parkour mixup Find Keys escape monsters Make your way in the ruins and fight back,"[31, 32]",Missing
1657238400,208229,Elves Fantasy: Hentai Puzzle,[6],A relaxing puzzle game full of beautiful art featuring sexy elves,"[13, 32]",Missing
1656979200,208226,Unilogue,[6],Adventure with your unique friends and defeat powerful enemies Unilogue is a new tower defense game with elements of a buildyourown roguelike Form the best party you can think of and set out on a rugged adventure,"[15, 32]",Missing
1657152000,208225,Futanari Sex: Mile High Fun,[6],An explicit erotic visual novel following the story of two gorgeous women taking advantage of their bosss luxury private jet AND the hot futanari flight attendant in their pursuit of joining the Mile High Club as they return from a business trip,[32],Missing
1658102400,208210,Loplight,"[6, 130]",Loplight is a twinstick shooter taking inspirations from Hermetic lore and old alchemical concepts Explore the ruins of this world find out whos responsible and defeat the monstrous creatures blocking your path,"[5, 12, 31]",Missing
1658188800,208209,Duck Paradox,[6],Shoot bouncing bullets to kill corrupted versions of your Pet Duck Slow down time to maneuver in a flashy way as you try to solve puzzles under pressure and chain explosions to rescue the original version of your Pet Duck,"[31, 32]",Missing
1658188800,207964,Non-Binary,[6],NonBinary is a video game that mixes text choices and bullet hell to tell the story of two nonbinary peoples journey of selfdiscovery Make your choices Dodge words Go through things that hurt without breaking down If you can,"[32, 34]",Missing
1658534400,207912,Agile Firefighter,[6],Agile Firefighter is a small game in which you are a firefighter and save people from fire,[32],Missing
1658102400,207911,The Solar Ring,[6],The Kingdom of the Sun needs you,"[31, 32]",Missing
1656720000,207807,Take no Prisoners,[6],Take no Prisoners is a classic 2D platformer shooter Big group of terrorists captured the city area You are the last fighter remaining of your special forces squad Find and kill all enemies and get out of the conflict area area,[32],Missing
1656892800,207803,Loop,"[6, 130]",Loop is a vibrant Contemplative Puzzle Game where you and your companion travel through a mysterious ethereal temple During this Journey you will traverse many riddles and face the ultimate enigma can the endless loop be broken,"[7, 9, 12, 31, 32]",Missing
1657238400,207799,Cows&Co,[6],CowsCo is a 2D puzzle game where you take on the role of a farmer named Ronnie,"[13, 32]",Missing
1656979200,207798,Where are My Potatoes?,[6],Hero nut character need potatoes Solve puzzles in different level to reach level end and collect missing potatoes,"[31, 32]",Missing
1657584000,207790,I Commissioned Some Bees 3,[6],The brief was simple Artists were commissioned to create a fantasy world and hide as many bees as they can inside it Now its your job to find them all With 10 art pieces to choose from and 1000 bees you will have a lot of searching to do,[32],Missing
1657756800,207789,Elena's Journal: Unfinished Expedition,[6],Help Elena discover the City of the Amazons in a Time Management adventure,"[15, 31]",Missing
1657843200,207787,John Brick,[6],John Brick is a game with a very simple and challenging mechanics just be quick between shooting and protecting yourself,"[31, 32]",Missing
1657497600,207784,Downtown Jam,[6],Revolt against Dr Tastes evil soda corporation by shredding the streets on your skateboard Kickflip grind and wallride your way downtown and beat your friends on the leaderboard Trick and grind your way onto the leaderboards or wipe trying,"[13, 14]",Missing
1657843200,207779,It's Dark,[6],There has been a containment breach in a secret facility located deep underground Experiment ECHO has escaped and is running loose The lab has gone into shutdown mode and its dark,Missing,Missing
1656720000,207771,Zombies Midnight,[6],Zombies Midnight is a topview 2D survival game At night zombies come out of the forests and want to eat you and you need to stay alive managing your shelter and resources,[32],Missing
1656720000,207770,MrFox,[6],MrFox is is a classic 2D sidescrolling platformer To collect all lost treasures you will visit three different colorful locations,[32],Missing
1658448000,207763,The Backroom: Lost and Found,[6],The Backroom Lost and Found tells the story of a room in the backrooms Can you keep your sanity bring the lost together and find your way out,"[31, 32]",The Backroom  Lost and Found tells the story of a room hidden away in the depths of a strange liminal space You find yourself in the deep end of a maze like office corridors and you must find a way out The escape will go through different realms floors and you will meet some of the cute and horrifying inhabitants of this flexnugglian space  Can you keep your sanity bring the lost together and find your way out
1657756800,207751,Otoko Cross: Pretty Boys Klondike Solitaire,"[6, 48, 130, 167]",Meet 5 cute crossdressing characters as they challenge you to classic solitaire Win with the cards youre dealt and unlock new outfits for your companions in this this celebration of Japanese otokonoko style and subculture,"[32, 35]",Missing
1659052800,207748,De'Vine: Heavenly Acres,[6],Welcome to your farm on Heavenly Acres Farmland that presents many opportunities Harvest trees  plants Grow Crops Romance with other misfits Collect up to 200 unique monsters and compete with monster battles Indulge in the underground for buried treasure and dangerous monsters,"[12, 13, 15, 32]",A storm is brewing Kuan Hakkai the ruler of Heavenly Acres has vanished creating a vacuum of power and corruption from his previous allies Now over 20 powerful warriors and magi compete to gain power over Tenoch and become ruler in place of Kuan On an island attached to the Isles of Tenoch lies a town in infancy This town is being built by a bunch of misfits that were stranded there when their ship they were on was capsized by a large implosion in the sea It tore a rift between the Isles and the mainland The cause of the implosion is unclear But there are clues laying about the Isles Lets hope the town or its people can come together to forge some civility and bring peace
1657238400,207747,Midnight Memories,[6],A game with a mixture of melancholy and action Where your main objective is to recover your memory and find your friends,"[31, 32]",Missing
1657843200,207733,I Love Finding More Pups,"[6, 14]",Travel through all new locations as you befriend and adopt all new pups,Missing,Missing
1658966400,207729,Autonauts vs Piratebots,[6],Create automate and defend an impenetrable base Assemble and command a Bot army to combat an entire Piratebot invasion Build program and battle your way through five different zones,"[13, 15, 32]",Missing
1657843200,207728,Ballex 2: The Hanging Gardens,[6],Ballex² is a thirdperson rolling ball game the sequel to Ballex You will control a ball enjoy the scenery of the four seasons overcome obstacles and solve various puzzles,"[10, 31, 32]",Missing
1657843200,207726,Dango!,[6],Dango is a casual liquid puzzle game You need to pass a variety of levels draw a path through which the liquid will flow and fill the vessel,[32],Missing
1657843200,207716,Real Rage,[6],Are you too calm Do you want to be angry If the answer is yes you have to play this game You have to use all of your skills to complete the stages and defeat the boss There are many traps enemies and other surprises on every level The deathcounter is waiting for you,[32],Missing
1657843200,207708,Kinkoi: Golden Time,[6],Welcome to Noble Private Academy an institution that cultivates the wealthiest most wellconnected students in all of Japan At this boarding school one must be willing to accept all of its refined and dignified teachings or be met with strict opposition,"[13, 31]",Missing
1656892800,207703,Spiderbro,"[3, 6]",Help Spiderbro through a strange dystopia and overcome the shadow spider that is constantly hindering you Collect items and solve puzzles and keep moving dont let the shadow spider get the better of you,"[9, 31, 32]",Missing
1657756800,207702,Burning Requiem: Fates,[6],Burning Requiem Fates is a new 2On2 Indie Fighting Game produced by Project Requiem Seeking to shake up the fighting game formula to bring some new flair Featuring characters coming from the new tie in webcomic series of Burning Requiem,[32],Missing
1657584000,207701,White Paper,[6],What is your subconscious mind trying to tell you when you are mindlessly drawing on a piece of paper Maybe someone trapped there in a dark damp basement and yes screaming for help and trying to break out,"[31, 32]",Missing
1657843200,207700,Five Nights at Sexy's,[6],Welcome to your new summer job at the Sexy Fucking Club where men come to have a good time The main attraction of course is the new generation of sex dolls These are animatronic robots programmed to do whatever you want,"[13, 32]",Missing
1657238400,207698,Sword and Fairy Inn 2,"[6, 48, 130, 167, 169]",Swords and Fairy Inn2  is a game developed by Softstar Entertainment It includes the type of RPG casual simulation in it Many roles of Sword and Fairy series come from different place to work in this Inn live and build a warm peace family together,"[9, 12, 13, 31]",Missing
1657584000,207695,Workaholic,[6],Workaholic is a frantic rougelite FPS where you go on a rampage through a hellish office space as your grasp on reality crumbles,Missing,Missing
1657497600,207693,Smokyflex,[6],Missing,"[13, 14, 32]",Missing
1657238400,207692,Lost Dream: Memories,"[3, 6, 130]",Lost Dream Is back bigger than ever Explore the world as a cute little fox and go on a mission to find your forgotten piece,"[8, 31, 32, 33]",Missing
1657497600,207690,Bots City,[6],Artificial intelligence is out of control Only a Hero can stop this madness The Heros goal is to get to the main computer and disable it thereby disabling all robots Our hero has only one weapon but that wont stop him,"[31, 32]",Missing
1657324800,207689,Castaway of the Ardusta Sea,[6],Going on another solo adventure Aisha sets off by ship Unfortunately a sudden storm and the incursion of a giant sea monster hinders her path Through the turmoil she is thrown overboard and wakes up on an unknown island Aisha must find her way home and survive the pirates and monsters that lurk both above ground and in the deep,"[12, 31, 32]",An adventurer Aisha takes on a quest from the adventurers guild and plunges headfirst into danger once again This time she sets off by ship and is assailed by a sudden storm and a fearsome giant monster The struggle ends as she falls overboard and is cast away to an unknown island However it appears that the pirates controlling the island arent the only threat Theres also a huge sea monster that sinks any ship it encounters to worry about Aisha must now find a safe way home from the Ardusta Sea
1658016000,207685,SnowBrawl,[6],A multiplayer snowball fighting game Choose from different hero characters team up with ur friends and best the opposing team in familiar game modes,"[14, 32]",Missing
1656806400,207682,Ukrainien Agent,[6],You play as a Ukrainian intelligence agent Having penetrated into the lair of the enemy you have to do a heroic deed to divert to themselves the maximum attention,Missing,Missing
1658102400,207679,Light Maze,[6],A simple casual game where you light up floor tiles in a level in order to go to the next level,[32],Missing
1657152000,207669,Special Gulag Rescue Operation,[6],When the barbarians came and took away your people and put them in gulags you knew you had to put down your wrench and pick up a gun Play as an ordinary mechanic from Mariupol in this procedurally generated topdown shooter,Missing,Missing
1659052800,207668,Restart Your Life Adventures of Tylenol,[6],Embark on your adventures in the fantastical land of Tenot The mystical power of tarot will guide you to eradicate evil and darkness after your reincarnation To be a great warrior to increase your strength to explore the unknown to give you infinite joy A Rougelike turnbased FTB game,"[15, 31, 32]",Missing
1658448000,207653,Cosmopoly,[6],Cosmopoly is a multiplayer board game for 16 players Play with friends buy planets and space stations participate in auctions and trade build upgrades and become dominant in space,[32],Missing
1656979200,207649,Scranny,[6],Scranny has locked you in her house best of luck escaping ,"[15, 31, 32]",Missing
1657238400,207637,Beltex,[6],Beltex is a casual factory game played on a hex map Extract numbers Combine them using mathematical operations Deliver them using belts across a huge map Unlock new buildings and upgrades,"[13, 15, 32]",Missing
1659052800,207628,Godumas,[6],Godumas is a coop horror game for 14 players Explore the strange island search for items run or sneak your way through local inhabitants and find a way to escape before you are sacrificed,"[31, 32]",Missing
1658361600,207613,Deer Journey,[6],Deer Journey is a third person walking simulator game Outcasted by the other deers an albino fawn is forced to go deep into the forest to find a place to live Join him on his journey through a world too big for which he may not be yet ready,"[31, 32]",Missing
1659225600,207581,StarMech,[6],Transform your mech to fight upgrade and survive long enough to jump to safety in this bullet hell roguelite,Missing,Missing
1656720000,207553,Space Aces,[6],Space Aces is a video game made for the spring 2022 offering of CAP 4053 at UCF The player controls a space fighter capable of movement in 3 directions and rotation in 3 directions The game supports any controller keyboard and the Thrustmaster 1600M flight stick,"[13, 32]",Missing
1658275200,207551,Toggle Cube,"[3, 6]",Toggle Cubes is a game where you have to guide people to the stars by toggling cubes on and off You have to overcome monsters fireballs and spikes by using keys and teleports,Missing,Missing
1656892800,207547,Pog 8,[6],Cute minimal physical puzzle,[32],Missing
1658016000,207546,Asteroids,[6],Another version of the classic Asteroids game,[32],Missing
1657497600,207545,Pylorus: Footsteps of Greed,[6],A free 2d roguelite where enemies form a living ecosystem with rivalries and alliances This is not your war scavenge some gold and escape with your life Or stay longer to uncover secrets and more riches the choice is yours Strange things happen to those that follow the footsteps of Greed,[32],Missing
1657324800,207541,Pizza Death,[6],Grab a slice of this fastpaced pixel art topdown shooter Pizza Death Made by members of the Australian thrash band Pizza Death the main soundtrack is a NES chiptune cover version of their entire debut album Slice of Death,"[5, 31, 32, 33]",Missing
1657584000,207537,Defenders of Asteria,[6],The time has come to defend your lands from the hordes invading forces Build up your defenses and summon mighty heroes to aid you as you become one of the Defenders of Asteria,"[15, 32]",Missing
1657497600,207535,Platform Roll,[6],PlatformRoll is a game with challenging obstacles including bombs guns and gaps through platforms Maneuver the ball across all the platforms in the dark with only a little light in order to reach the next level Compete against an online leaderboard and see how fast you can complete each level,"[15, 31]",Missing
1657411200,207534,Cutie Tutti Frutti,[6],Cutie Tutti Frutti is a game based on 3 in a row mechanics The goal of match3 puzzles is to make groups lines and rows of 3 or more identical tiles,[32],Missing
1657152000,207533,Barista: Take Away,"[3, 6, 14]",Drag and drop game against the clock where you will try to make the perfect coffee for each client,"[13, 32]",Missing
1657238400,207531,Cards of the Dreaming Dragons,[6],How well do you know your friends Cards of the Dreaming Dragons is the ultimate tabletop game you can play with your friends and family Figure out what they are thinking and deceive them to win,[15],Missing
1657843200,207530,Doctor Nanobot,[6],A microbiology themed retro shootemup,[32],Missing
